,before,after,instrument
161,17.5,4.0,0.5168067226890756
162,15.5,0.0,0.5208333333333334
163,20.0,4.0,0.39999999999999997
164,9.0,4.0,0.44444444444444453
165,39.0,20.0,0.21788922790066953
166,4.0,0.0,0.0
167,1.0,0.0,0.0
168,9.5,4.0,0.4375
169,12.0,8.0,0.0
170,24.5,16.0,0.3297619047619047
171,14.5,0.0,0.0
172,26.0,20.0,0.15550595238095238
173,33.0,4.0,0.8787878787878788
174,17.0,13.0,0.4705882352941177
175,33.0,22.0,0.303921568627451
176,5.0,0.0,0.0
177,11.0,4.0,0.0
178,20.5,4.0,0.3916666666666666
179,19.625,4.0,0.0
180,8.0,0.0,0.5
181,25.5,4.0,0.5044642857142857
182,18.5,4.0,0.6625000000000001
183,15.5,13.0,0.5904977375565611
184,9.0,0.0,0.0
185,22.5,8.0,0.546875
186,7.0,0.0,0.625
187,19.0,8.0,0.6315789473684211
188,24.0,8.0,0.35119047619047616
189,42.0,30.0,0.6218807889288438
190,18.5,4.0,0.22291666666666665
191,22.5,9.0,0.1808403361344538
192,16.0,4.0,0.25
193,23.5,9.0,0.2932212885154062
194,9.5,4.0,0.4375
195,33.5,20.0,0.5989583333333334
196,50.5,24.0,0.23855072463768115
197,2.5,0.0,0.0
198,35.0,16.0,0.45833333333333337
199,27.0,27.0,0.3703703703703703
200,44.0,28.0,0.5454545454545454
201,8.0,0.0,0.5
202,10.0,9.0,0.5128205128205128
203,18.0,4.0,0.2245614035087719
204,40.0,20.0,0.39999999999999997
205,39.0,20.0,0.5164141414141413
206,4.0,0.0,1.0
207,26.0,4.0,0.46376811594202905
208,18.5,0.0,0.44166666666666665
209,8.5,4.0,0.5208333333333333
210,37.375,17.0,0.3505466903073286
211,20.0,11.0,0.3025210084033613
212,33.0,24.0,0.6987847222222222
213,38.0,22.0,0.23736263736263738
214,13.5,4.0,0.6458333333333333
215,11.5,7.0,0.35151515151515156
216,12.0,4.0,0.0
217,41.5,16.0,0.32231362970800637
218,34.0,24.0,0.35416666666666663
219,25.0,4.0,0.48
220,30.5,21.0,0.13137254901960782
221,12.0,4.0,0.6666666666666666
222,13.5,8.0,0.0
223,4.0,0.0,1.0
224,17.0,4.0,0.3
225,36.0,4.0,0.5717216810966811
226,36.0,4.0,0.8075348075348076
227,15.5,0.0,0.7395833333333334
228,27.0,0.0,0.7037037037037037
229,16.0,0.0,0.75
230,9.0,0.0,0.44444444444444453
231,16.0,0.0,1.0
232,30.5,4.0,0.6912225705329155
233,12.0,4.0,1.0
234,20.0,8.0,0.19999999999999998
235,24.0,0.0,1.0
236,8.0,4.0,1.0
237,6.0,0.0,0.84375
238,5.0,4.0,0.9166666666666666
239,8.0,0.0,0.5
240,10.75,4.0,0.5018939393939393
241,25.0,16.0,0.52
242,16.5,0.0,0.24375
243,21.5,4.0,0.6066666666666667
244,22.0,8.0,0.5535714285714286
245,9.0,0.0,0.5555555555555555
246,14.5,0.0,0.84375
247,8.0,4.0,1.0
248,4.0,4.0,0.0
249,5.0,0.0,0.0
250,29.0,0.0,0.6230769230769231
251,22.0,10.0,0.2727272727272727
252,29.0,0.0,0.3190848214285714
253,3.5,0.0,0.0
254,11.0,4.0,0.0
255,4.0,4.0,1.0
256,5.0,0.0,1.0
257,12.0,8.0,0.3333333333333333
258,37.0,8.0,0.7837837837837838
259,15.0,8.0,0.2791666666666667
260,9.0,4.0,0.9166666666666666
261,9.5,0.0,0.4375
262,33.5,13.0,0.4782964782964783
263,4.0,0.0,1.0
264,18.0,4.0,0.5859758090879372
265,12.0,0.0,0.6666666666666666
266,20.0,4.0,0.39999999999999997
267,4.0,4.0,0.0
268,37.5,18.0,0.42724458204334365
269,8.0,4.0,1.0
270,16.0,4.0,0.31674208144796384
271,12.5,8.0,0.32291666666666663
272,16.0,0.0,0.5
273,35.0,12.0,0.8857142857142859
274,29.5,16.0,0.4084821428571428
275,17.0,9.0,0.29411764705882354
276,12.0,8.0,0.0
277,20.0,12.0,0.39999999999999997
278,30.0,8.0,0.30135746606334846
279,16.0,4.0,0.25
280,20.0,4.0,0.39999999999999997
281,25.0,25.0,0.0
282,22.5,0.0,0.18652757654786054
283,10.5,0.0,0.0
284,28.0,4.0,0.5714285714285713
285,4.0,0.0,1.0
286,12.0,0.0,0.6666666666666666
287,11.0,0.0,0.375
288,9.0,4.0,0.5555555555555555
289,4.0,4.0,1.0
290,8.0,0.0,0.5
291,11.5,0.0,0.7666666666666666
292,4.0,0.0,1.0
293,20.5,4.0,0.9791666666666667
294,13.5,4.0,0.90625
295,9.0,4.0,0.44444444444444453
296,16.0,8.0,0.5
297,13.5,8.0,0.5972850678733033
298,18.0,10.0,0.3333333333333333
299,14.0,4.0,1.0
300,24.0,0.0,0.7123809523809523
301,12.0,8.0,0.6666666666666666
302,21.5,10.0,0.8913043478260869
303,24.0,8.0,0.5
304,16.0,12.0,0.5
305,30.0,4.0,0.7694145758661889
306,41.5,12.0,0.5825757575757575
307,30.0,18.0,0.7333333333333333
308,25.5,4.0,0.9074074074074074
309,20.5,4.0,0.3916666666666666
310,31.0,4.0,0.7419354838709679
311,9.0,0.0,1.0
312,21.0,8.0,0.8095238095238094
313,12.5,0.0,0.7083333333333333
314,21.0,0.0,0.58125
315,21.5,4.0,0.37916666666666665
316,41.0,8.0,0.4680738690634781
317,8.0,0.0,0.0
318,12.0,4.0,0.6666666666666666
319,21.0,12.0,0.6190476190476191
320,24.5,12.0,0.6547619047619048
321,5.5,4.0,0.0
322,15.0,0.0,0.7333333333333333
323,20.0,8.0,0.19999999999999998
324,3.5,0.0,0.0
325,6.0,0.0,0.0
326,8.0,8.0,0.5
327,3.0,0.0,0.0
328,5.5,4.0,0.8125
329,6.5,0.0,0.0
330,3.0,0.0,0.0
331,22.0,14.0,0.8181818181818182
332,4.25,0.0,0.9199999999999999
333,19.0,12.0,0.21458333333333332
334,4.0,4.0,1.0
335,4.0,4.0,0.0
336,2.5,0.0,0.0
337,8.0,4.0,1.0
338,8.0,8.0,1.0
339,4.0,4.0,0.0
340,18.5,8.0,0.65625
341,8.0,0.0,0.0
342,4.0,0.0,0.0
343,4.0,4.0,1.0
344,6.0,4.0,0.75
345,3.875,0.0,0.0
346,2.5,0.0,1.0
347,4.0,4.0,0.0
348,9.0,4.0,0.0
349,4.5,0.0,0.0
350,29.0,13.0,0.31640625
351,4.0,4.0,1.0
352,4.0,0.0,0.0
353,4.0,0.0,1.0
354,7.5,4.0,0.5625
355,14.0,4.0,0.29166666666666663
356,15.0,4.0,0.0
357,4.0,0.0,0.0
358,8.0,0.0,0.0
359,0.5,0.0,0.0
360,4.0,4.0,1.0
361,0.5,0.0,0.0
362,6.5,4.0,0.6875
363,4.0,0.0,0.0
364,6.5,5.0,0.8333333333333334
365,13.0,0.0,0.3333333333333333
366,13.5,4.0,0.3259803921568627
367,20.0,0.0,0.0
368,4.0,4.0,0.0
369,18.0,8.0,0.2333333333333333
370,13.5,10.0,0.75
371,12.0,8.0,0.3333333333333333
372,24.0,12.0,0.16666666666666666
373,44.375,32.0,0.0
374,3.5,0.0,0.0
375,16.0,4.0,0.25
376,4.0,0.0,0.0
377,9.0,0.0,1.0
378,4.0,4.0,1.0
379,8.0,4.0,1.0
380,6.0,0.0,0.75
381,7.75,0.0,0.0
382,26.5,4.0,0.6071428571428571
383,17.5,12.0,0.23333333333333334
384,5.0,5.0,0.0
385,8.0,4.0,0.5
386,11.0,0.0,0.6363636363636364
387,8.5,0.0,0.47916666666666663
388,16.0,8.0,1.0
389,12.0,8.0,0.6666666666666666
390,15.0,0.0,0.0
391,30.0,12.0,0.6882440476190477
392,14.0,0.0,0.0
393,4.5,4.0,0.9375
394,7.0,4.0,0.625
395,14.0,4.0,0.3020833333333333
396,16.0,12.0,0.5
397,18.0,14.0,0.7777777777777778
398,4.0,4.0,1.0
399,19.0,8.0,0.6375
400,4.0,4.0,0.0
401,4.0,0.0,0.0
402,4.0,0.0,0.0
403,5.5,4.0,0.8125
404,13.0,8.0,0.3125
405,8.0,0.0,0.5
406,8.0,4.0,0.5
407,21.5,16.0,0.7547619047619046
408,16.5,8.0,0.4875
409,3.0,0.0,0.0
410,4.0,4.0,1.0
411,4.0,0.0,1.0
412,4.0,4.0,1.0
413,8.0,8.0,0.0
414,12.0,4.0,0.3333333333333333
415,19.5,4.0,0.4663865546218487
416,19.5,12.0,0.8416666666666667
417,20.0,16.0,1.0
418,10.0,4.0,0.8541666666666666
419,8.0,4.0,0.5
420,24.0,10.0,0.4234654234654235
421,8.0,0.0,0.0
422,4.0,4.0,1.0
423,28.0,12.0,0.0
424,8.0,0.0,0.5
425,4.0,4.0,1.0
426,6.0,0.0,0.0
427,4.0,4.0,1.0
428,16.0,0.0,0.0
429,26.5,8.0,0.3104166666666666
430,4.0,4.0,1.0
431,16.0,0.0,0.5
432,25.0,12.0,0.64
433,6.0,6.0,0.0
434,11.5,4.0,0.38541666666666663
435,13.0,4.0,0.7333333333333334
436,9.5,8.0,0.4375
437,7.5,4.0,0.6458333333333333
438,21.5,17.0,0.43210084033613444
439,15.0,4.0,0.26666666666666666
440,13.0,8.0,0.3333333333333333
441,10.0,4.0,0.5
442,16.0,4.0,0.2583333333333333
443,4.0,0.0,0.0
444,5.0,0.0,0.0
445,11.125,0.0,0.7596153846153846
446,16.5,8.0,0.5
447,12.0,12.0,0.6666666666666666
448,5.125,4.0,0.9134615384615384
449,16.75,8.0,0.539044289044289
450,21.0,13.0,0.6365266106442576
451,35.0,12.0,0.11577380952380953
452,12.5,8.0,0.0
453,9.5,4.0,0.4375
454,13.0,4.0,0.3076923076923077
455,5.5,0.0,0.0
