,safegraph_place_id
13505,sg:d2ac8e4425b34aecbb3ef44714c451d8
13506,sg:d2aefaf4e8f543e0999b7e796b7ad420
13507,sg:d2b8529f5f2d4911abc202aa4d314a08
13508,sg:d2c30cba87bf4a429f76744353ec2cc7
13510,sg:d2c7ad4356c54fa8ab4b25e3c88638da
13511,sg:d2ca7117133c49678abc47e01aa85ff6
13512,sg:d2cb9790d229482797910d599b66eace
13513,sg:d2cfca5f395b44689916eeee33a3349e
13517,sg:d2d70b17298c453691a817d0c7214b86
13518,sg:d2d9536f0b1e4f8eb7b8efd44f3ddbce
13519,sg:d2d985f9ec104a2bb77147646ca3d208
13520,sg:d2dce4c62b7c42cc869584a66ba12d81
13521,sg:d2dfd40b75db474cb82f59720da43d36
13522,sg:d2e54f3d38f346809368fbb852e06284
13523,sg:d2e60b5b85854b85b385f0f557185a34
13525,sg:d30039b143f045209ef494b8e739148d
13526,sg:d3024acda2cb451297345084759543cf
13528,sg:d3055224239244b0994de8089c692374
13529,sg:d3074b705f9b487498aacbc0cd664dc0
13530,sg:d30774f7283248068a8a9ba74ecaa8ee
13531,sg:d30a2d79267f4131a89e15446e76b9e9
13532,sg:d30b29d23ada4fd7a0831a78861fae93
13533,sg:d30dbfb9bf21449f875433e0d97c70f7
13535,sg:d314cac213354bf686c34926d0a2b00c
13536,sg:d3198c4c85eb43d797f90ca89e1ea76f
13537,sg:d31a9dad28cd4ec5bf11dc4f05cfa274
13538,sg:d31c4c8257dd49e2a2633d99f95cf94e
13540,sg:d329750544f847d2af054d7e5a12a28e
13541,sg:d32b4b7f4bb94671aa23138e6206f95a
13542,sg:d32d5cb288b445bbb4ae2eb369ece483
13543,sg:d3371157cfb14a8284a0bbe5d836f1bd
13544,sg:d33b1dedb1464f9781b3fe44feb58272
13546,sg:d341f37fb2104edb9dd9d9c16a861354
13547,sg:d342df065c0b416ca46573986cce27b2
13548,sg:d34999cd6674471189075c7d500d503d
13549,sg:d34d680c4ebe4d739362baf27be4baaa
13552,sg:d36af6353ef84924890998323bc32892
13553,sg:d36b7229e1c74dcf90844e13d45653fa
13554,sg:d372f9a60f724e72b7961d0a89911bde
13555,sg:d375e37a300e45a38fa8cd12a4af1e8e
13556,sg:d3787831537544e6be7f58a931ef1c95
13558,sg:d3822419d63d44ca9c58ee4ff7bc8e06
13560,sg:d3871561073a4024ada812fe8370dd60
13562,sg:d388077f8d3743a1acfaa11855f4e4a4
13564,sg:d38cd853f7d9418fb1db6971effeb3a5
13565,sg:d38e9a6f3e8d4506b726a67c886ecf75
13567,sg:d3946efd825c4a33a290f8020c9d1200
13570,sg:d3a4d1c2aef444cbb98a4c5115d681cf
13571,sg:d3a7081b046d4b1b89b3564701b25de6
13572,sg:d3a98fac072744b98536cc054d2d8b84
13573,sg:d3abb81b1b6847c896b6018e19beb304
13574,sg:d3ad8397e99243d5b8cc7e8ab15e5d3b
13575,sg:d3b10797dbf2404cb13ed12ec852f4a9
13576,sg:d3c33a1abec141ed855bd274257be7db
13577,sg:d3c4cbde22794b8c954fa8127d85214c
13580,sg:d3d4c553e92e4720be4290050d41853c
13581,sg:d3d85875785f42f390a2d8ca226eaae9
13582,sg:d3ddd3c7f6874a19b6343d88467b6b06
13583,sg:d3df099a08d3469583b91ee34d598ae2
13586,sg:d3f1496756a247eb807485af13b8a9b0
13587,sg:d3ff8a5d31034032b41c7c5524d2332a
13588,sg:d405ecd0ee60470ba2455e5db894901a
13589,sg:d4099448d83a4c73868bd3b2f448b8a0
13590,sg:d40c6a0796a645b9b331c4dcbfacb7be
13591,sg:d40dec3fd5cd48519f4d5f01ac9414cf
13592,sg:d4158868210d44d1994c489271c074d9
13593,sg:d41ce3f894334b7dbc3f9ec06ea8e170
13594,sg:d41ebea7e80c479194f97cc5c7ea2b64
13595,sg:d42168f201914fe891bddd4575e9709b
13596,sg:d42b0f7cea1249b9bdf327ffc3569b07
13597,sg:d42f0566303a45aea2707164bc46af2b
13598,sg:d44193cba2384f98a400049aabcfe783
13599,sg:d443db1282b04a8082147e73d200eef6
13602,sg:d44f93ee780b4602979e8e90c9dba027
13603,sg:d450ae33c0514aef9174bdec3d252cf6
13604,sg:d450d2b9091a417481dd7ffc8a4b804c
13605,sg:d4527961d055479ebf8ba46a59d9984e
13606,sg:d4530bae5f3444a7b659083c6df02a0e
13607,sg:d457bf47b7874d32a51d6c9300dbd13a
13608,sg:d45df60ddde54afe88ddfcee5179a057
13610,sg:d4724584e4dd4058a195d1ae1b517ff8
13612,sg:d47c6a4cdb014b2781231010f1019323
13613,sg:d4856263ca6a4c1db4d99d68f45205f5
13614,sg:d488de96fac04d9bb3de3d89a7b5f73b
13616,sg:d48e5d4df0f54be894c70a22f519359f
13617,sg:d48f70ad2c8c41228eefd8544a56107a
13619,sg:d4a4b453c4644dc5a1e06194ae484526
13620,sg:d4a664d796fb4be29c7191b4d91f20ca
13621,sg:d4a82461534c4657a3a8ba544855296b
13622,sg:d4acf485d8d44e2f9b445aa665283440
13623,sg:d4ae3b9799314102beeb51927c5f57e6
13624,sg:d4aefe221cb44aeaa851316af17f3c50
13625,sg:d4b16e3ff3844c71bbe2a0d062363a57
13626,sg:d4b5a28feb7f4c968a452978f9612572
13627,sg:d4b7fa434dcd48f18fb73e61c30418bd
13630,sg:d4c5d7b790154dbfa431f1476a28477d
13631,sg:d4c7274446a640d188c7cf07aabdddbc
13634,sg:d4de3b2562414ff68ee166182f08b046
13641,sg:d4fe14d1f3614f5c91959a3341fcf919
13642,sg:d5171e7030f34a84a5558b057e2ab530
13643,sg:d51953fd62e9474d821139c284ae163f
13647,sg:d5330c7e10fb4543908eb3a69d7bc540
13648,sg:d533cdab95c0489b971c7d47df74f355
13650,sg:d53c256a48564132870ed0a90b940166
13654,sg:d554318fa850463582548c59a1f8ce72
13655,sg:d55700a8993042c68e8030da7880ba50
13657,sg:d55752ce8d3446e297d264d3b65944b1
13658,sg:d55a8eba88e5495c80fd0581edb856bc
13661,sg:d56e7ba67e924fcf99ae28a31521aa27
13667,sg:d5934bfeaf4740cb8589b72c30fcb13f
13668,sg:d597f1783c20486dbc7ef55c5a170661
13669,sg:d5a115a553094ecaa33df51134e7f901
13670,sg:d5a88950b7b4403bae2e5519ff5c4245
13672,sg:d5b1ecc730544cc59dd83e3134f36c40
13673,sg:d5b463c58617400a9135b5cf958c1da6
13674,sg:d5b571c4034d47af814bd8036a75197f
13675,sg:d5b7c8db5ed94c5dbed93229332d33c8
13676,sg:d5b9742950b5492abb4748c11368225d
13679,sg:d5bf349ed37448b7a756ddb07bbff3db
13682,sg:d5c6d88ef82d408f9446f8a6e374c746
13684,sg:d5cda199ad1947b29c7fa38d13b24a12
13685,sg:d5d550b1413c4007a69dc3a31454347e
13686,sg:d5d64e5077aa43888849001cf7b11d2f
13687,sg:d5ea905bdb2e4a1c9e536bc792aa9c98
13689,sg:d5ec057110dc4bd1b6c7cf560cd13d7d
13690,sg:d5eddb6b77df4f87a297011a637f0881
13691,sg:d5ee95351a314989923947e1eef33f5d
13693,sg:d5f18d4aa16344f3a4a5562b24323928
13694,sg:d5fe4c523617405abe9d1049d663e6ec
13695,sg:d60118a328cb49cabd8712d9826271e1
13696,sg:d602b539e8ce48c0a265bf60de91e90f
13699,sg:d61440eb811d49fea7f9118e35523a3a
13700,sg:d6274e8c48ba4341a7242184e05afb9a
13702,sg:d6346aa4d39b4006974fab063a1722bd
13703,sg:d639c8c4892e458eb5038971d12bae1a
13704,sg:d63bbb3bbc824d54b5a16a7c96ecb820
13707,sg:d644336b83064565b090e14b626ae074
13708,sg:d645681c5e8448e8a7802e889a391276
13709,sg:d645ba9e519140788c20e945040f0e57
13710,sg:d6498d59352849ca910f08d7b7e1ccbf
13712,sg:d64d873c8ea5403b835b57736e7f62f9
13714,sg:d660f01f084d4604baf9c90bae007bc2
13715,sg:d663ffd5a61c4c8bb006157c458085f5
13716,sg:d667823973f04de1b12fdcb63dd689bd
13717,sg:d667d49122af4eb0a5bdfbf5eaccdb0e
13718,sg:d66adb4bb04945c7b617b2dc00a29715
13719,sg:d671f4ef82ad4beca1cc9b828c0912e1
13721,sg:d6898bc84b0140c082ceea3c37782e08
13722,sg:d68bc2a1d55a40e19b15352a921703ff
13723,sg:d68de433278147689ee69d0c610bd62e
13724,sg:d68f224ee8084bc899d4f1d6a3cd2727
13725,sg:d69397fd71d84161991bae408b3bc291
13729,sg:d6bc3676d7a841438d32e9506bec8099
13730,sg:d6c302c9ac944ac69aa9f864108cc0e5
13731,sg:d6c47301898541fab71b83ff87aef4b2
13732,sg:d6c50f6fc37343b3b934405be30b6046
13733,sg:d6c6748a814c4fce9d002611f27c2fae
13734,sg:d6cf0b80fdda4bbdb04270f1c6e15b27
13737,sg:d6d43b71f7fd4f07bb7384185033409f
13738,sg:d6d6edec79a74d3fb73e0970c143dcfb
13740,sg:d6db62e728bd44788870a35d9448c2a1
13741,sg:d6db653ca62b487983e916c880d5c7e0
13743,sg:d6e2b12e10794324be89b101180c976f
13744,sg:d6e32ecf75c74a478c618ba7428e84c4
13746,sg:d6e72e6f9e544cc2a4488d55ccc2725d
13748,sg:d6fa8e57c80549a593261bb0e417ff8e
13751,sg:d7043b0fd6724afa80f7cf291d2b6fee
13752,sg:d70a757a14f2452f9664cc4a047decf9
13753,sg:d70cbab099bb4bdeb92b417b76fc2f3e
13754,sg:d72139a5922e4d3db463a2e8dd18668b
13755,sg:d723d024185c47d4af217da1ddb196dc
13756,sg:d72b664ba5bc42bd9be1550d91768f66
13758,sg:d72e1ce1afa648e892c41959c63d8e58
13760,sg:d73699f8a5694447bf90609a9dada636
13761,sg:d73ae909e4bf4bcca4d8b4f60acd30b8
13762,sg:d73c12d6244445689197806fd3e7b407
13765,sg:d745f8fa4b0a4b29b84bc965c4ce291e
13766,sg:d74cf6814a6a46338c480a33db579397
13767,sg:d74fcc7413584e488192af3336f88dbe
13768,sg:d74fe664849a439599c03da5f2dbc045
13769,sg:d74ff9ff22cb4b4896253876edb8eb23
13770,sg:d750dfd30047421b992a2b55cf315780
13771,sg:d75307d6fb8c49d8a9c0d3be1e7ec603
13772,sg:d754018d31eb4396ba6baf1ee4ed1be1
13774,sg:d75ee36a14a54ec9a02153bc0c174c93
13775,sg:d763dac135e949a9ad933e08f6eec1a8
13776,sg:d76e54e7008f4c9b9571a29dff323372
13777,sg:d770e8ebe8ed4899b7b087eae701d1aa
13778,sg:d7713c1eb956486697da9b7faba493bc
13779,sg:d772b45dea8e429eb08897cfbd60537e
13781,sg:d77910d89bdd4effb32402dfbe9968c3
13782,sg:d77aa98ae0894fea8e73ae32ccd42f37
13784,sg:d77ea6e22e5c491baa060934b568b186
13785,sg:d77eb69634e44d7f8c7d891f0500d97b
13786,sg:d77ec7a5234949ed8ec6f604d067d683
13787,sg:d788146647a54bcda1e7d731429238e3
13789,sg:d7972107458a40f693cc0297024061d4
13790,sg:d7a2cf5b3b5342298a5447bfb9bc63cd
13792,sg:d7b322fbef194576b3fa2b1d8bfd2e3d
13793,sg:d7b47918f3f14355a485be1c6d302375
13794,sg:d7b6916df95342a4b90247cdb9832db9
13797,sg:d7c7e0499c634972bae0ffad1a7da336
13798,sg:d7ce6965fcb64df7b3c1e6daffee55b4
13799,sg:d7d6affd4724493db786a6271661fd4b
13800,sg:d7d804fb1a304485a112e8d7de62b6a2
13801,sg:d7d9dba94e53415fb07d49412ba3c285
13802,sg:d7daf7b6152e4327b8ed91bc8501533f
13803,sg:d7e0878c6b914e40a6615c382a591130
13805,sg:d7e7c8268700435b86a8844a34f13caf
13806,sg:d7e9b1d84d744bffb7b1d3e2bd85a2ad
13807,sg:d7ee55a1404043028644fbc388ef0b2e
13809,sg:d7f1baf8f4e047d38d6f0703d146b9fd
13810,sg:d7f56095e7d34c3581bf2bcd3a2f7181
13811,sg:d7f6e57504a843de954dd053c6b38ea5
13814,sg:d7fdee050c20479da773dd17509af7cb
13815,sg:d801d7ef505a4ae59fceca0077e47124
13816,sg:d8083d021c7b4d20a578e4e399d3aa79
13817,sg:d8182e394baa4c0991ac0cd11688b963
13818,sg:d81e30578ab44624958a8ee6558024e8
13819,sg:d81e6524f2df43048cd9b80ade708d80
13820,sg:d82996c1801a4de683861e2fb34f389a
13821,sg:d82bebdd722e4d9e9c2dc772b4530947
13822,sg:d839a6f9ea9a42f59893a9e69532a985
13823,sg:d83e86767f8241ddadc9cae2fe29ce72
13824,sg:d84791845bb443cf93523e267084286f
13828,sg:d84d803964fe4f7aa37b366cf633e22a
13829,sg:d84f8b82ba8d46b0a656f9019f0fa492
13832,sg:d858d6628e874bdd9e9c438b0111b6ec
13833,sg:d85caa86bfdb43818a126bdad01f36ba
13834,sg:d86629401e0940cf9108527cf1ece9c6
13835,sg:d8665bf329594f969e70822efa447017
13837,sg:d8697cffcacd4cee9f7a1633a8f7fc52
13838,sg:d86a4d49bf664f9a806231a7e81d5780
13839,sg:d86e3c63df254159910e098779ec45bb
13840,sg:d870c9b25f614c17994fff1782eb4f3c
13841,sg:d873b16dd3bf42ba8584b9464b5b103b
13842,sg:d873fbdfc8bc400d97f366c370bd3379
13843,sg:d87c1769a5294e32821ea7c540bffbbc
13846,sg:d88f89ff795c4635aa87fcdab421db0e
13847,sg:d892080fbd35436ba703bebf67f4ac5b
13848,sg:d897357a1e9643adbbf70b6ed546ea6d
13849,sg:d89d57086d244377a804cd1b80e14a58
13850,sg:d89d9f2cbfc549f68a8925a5e2af187b
13851,sg:d89eaa4938354fc884e56e3521a030c8
13852,sg:d8a0049031cd4325a39f21f7eb6ad47e
13854,sg:d8a780796c7b4616be1d8180b5012221
13855,sg:d8a988e288b044cea5d9a9c1e78b5dd1
13856,sg:d8acd0b9f62b446ca9a1c5c919bc01e2
13859,sg:d8bd6ac1cb674756af82474b85c50087
13860,sg:d8be3aabcb15456b87fbe0a85932adb1
13861,sg:d8bed8edf0bb4d51b94d65e8c3df5209
13862,sg:d8c07f1cb28d45dfbfb3161c9ceb3281
13863,sg:d8c5bd7c537f458dbd7e92e95601e9b8
13865,sg:d8cc4cf3f36645e890d3b87caf8f7a40
13866,sg:d8cd1ef9f966493dbb043537ca0d42b7
13867,sg:d8d1211dcb19470780b2919bc24a9dc8
13868,sg:d8d74cc3fd1044bfad3051fa428aa4ac
13869,sg:d8dd087accf9422a9f910c75024823d2
13871,sg:d8df1b4120b34cc98061bc6505bc3203
13872,sg:d8e3c9cd92614b4d9336feeaa4300275
13875,sg:d8ee63820bc640378ed73c34acc788f0
13876,sg:d8ef979edc3d4361b022206cbeba5391
13877,sg:d8f1981b5429464f91850572b4f57817
13879,sg:d8f6dde5f3dc44f1a8939e88750f207e
13880,sg:d8f9976b8ee8447ea00bcfe3efe22280
13881,sg:d8fc664ed9e045d4b589d18b440f08c6
13882,sg:d8fc9de9320e40058a2ba43c39cc6cf3
13883,sg:d8ff9c13db6642e69d2e06244b228f0d
13884,sg:d90148348d9a4e4eacad5894b777bc5b
13885,sg:d908e11b8d4e4d29b4cde31aa49e13fe
13886,sg:d90a88e50be24f0c87575c19ee96eaca
13887,sg:d90af9ddcfd54cdcac766dbf107f41bd
13888,sg:d9129f21686c4eda9a3080018bbe23bb
13889,sg:d917d6f9ef44409ebf48a9fea9528f86
13890,sg:d9200e0a157249d6a537d793834cc559
13891,sg:d92063de916843af837d77203d05a219
13892,sg:d921bd3a7ec24c8e86cafc433aa0afc6
13894,sg:d926f9a130a24763b6f254cfd3213aef
13896,sg:d928728cc2fa467197518e809f9c19dd
13897,sg:d9298fc45f8c48c294957c8400cd2a79
13898,sg:d92d75674b874d97b412324058a491be
13900,sg:d930c0b888e445b09b003e789babdea2
13901,sg:d934040ff8c148cdb8bea69b8e8280ae
13902,sg:d936bee2af13464db54890e628b2165a
13903,sg:d938cfb7a52a4e0eafb3b5b74bde43e1
13904,sg:d93964323712447f98f94af2509b8006
13905,sg:d9467a25fc52426fab62a5c2cef056a4
13907,sg:d94c8e0393e7403491af639a77d2f4b3
13909,sg:d955f4b4747347938a9d73ec63124058
13911,sg:d95bf87cf0734891a78b10e410bac36b
13912,sg:d95e292295704a7ab42fbb5acf258b83
13914,sg:d97682bd94a24ae48f66de06a881be94
13915,sg:d97b8bd2ad7643c6b61dc51c27f8548c
13916,sg:d980a7da44b6405c8b4291a5ffd650dc
13919,sg:d991ce601e134323b0b2af14975e33e6
13920,sg:d994bc3ba4e841558db92728f20a9891
13921,sg:d999e941e7d3415bafbfaa0d6a3a3146
13923,sg:d99c56de6cca48e8b8a262ba5470d80f
13925,sg:d9a01d99020746628107d3feea9a9327
13926,sg:d9a2e6bc82094de78326a8af03f8d7c3
13927,sg:d9a32b24b620449c8a766e85df6efe6a
13929,sg:d9ba45db421345b2803f604fb4b1f59b
13930,sg:d9bbf87fd36141b689dc11cff3b7f189
13931,sg:d9c108c318984e22af39c6d7129fd651
13935,sg:d9d35bae3fd941f681e8a1e50dee5c20
13936,sg:d9d3ea46623a4acc80bd28e7a251ebc3
13938,sg:d9ddc3185d324d798ef10309229ca23d
13940,sg:d9df4296ddd74d8d856d041914f71638
13942,sg:d9e46a9b71d142edb0c67636f4b45a6c
13944,sg:d9ef21589a6844318d4cb68d9d429df3
13945,sg:d9f1abc28f2c4f1abd5b98cc9400beff
13946,sg:d9f34ad7414c415f980d9370f9b16d62
13947,sg:d9f78768fb47413a8a8edd11eb1f800f
13948,sg:d9fc4fdaa3dd4a3c8f57e616226aa317
13949,sg:d9fc54058fab4cb3a77d2d1de5933aca
13950,sg:da03688314fd4e44bea6086d37214c22
13951,sg:da060149c941446689765f891b21da3e
13956,sg:da1a9ae2ace84f9dab0a291ec6858090
13957,sg:da1b393ca45c41c180353d9874e1d2fa
13958,sg:da1e6162d2de4ef1a05de55984bc360b
13960,sg:da20c5bc88b844469150d63ffba35c5e
13961,sg:da2181ab42a34a7384c00aec74381074
13962,sg:da23a32a4f134d65ae4f8915503fe48a
13963,sg:da2a2db7e9b74c4fa40cc4b204e369c0
13966,sg:da2deab025ab415c82de146fcd2d2973
13967,sg:da2fb40412cc4490b35d8086a132c77b
13968,sg:da30573fe502473481def0cdca001516
13969,sg:da3427b18488473083e7bce4f2e11264
13970,sg:da3574050bf84e57a582f73c60dd49c8
13971,sg:da39207339ea418b89c7c6d0c7589375
13972,sg:da3e8dca794b41339c7e37e676eb03fa
13974,sg:da466442056042b7b5589ef1622b2ee3
13976,sg:da4aa962e3214df592508ca437953224
13979,sg:da4f96dbf698475d8769b357ebbe39f2
13981,sg:da5d404c2c1a497c96ee4fb7511b48e9
13982,sg:da5ed7d55f814816a0afc9a2736ca12f
13983,sg:da60850436f74858a00141f732d6cddd
13984,sg:da63a3d389f2424cb4760ca6b9938c00
13986,sg:da66aaaf91cb4a56be9590e8191eadfa
13987,sg:da6d699f9b964e66823f570f7a5b43fb
13988,sg:da6fcd9dde2045448d2b636721934c36
13989,sg:da732244046f47cb82cbb03a4c22fc90
13990,sg:da733ddd29534ad0ada06dc7d7f95de2
13991,sg:da756ea725ea4099b4fdc6217f8c1cb3
13994,sg:da84561e3870451c9eeeb064c26279e3
13995,sg:da8791ce066648d0848cec3156eb592a
13996,sg:da8b036da5e242c18fc4ee78e4158b40
13997,sg:da8e7c78632a4789b37ec09fd08015c3
13998,sg:da911497878e44c69f479f4dceba3d85
14000,sg:da98b9bc713249a8803771c8af5fd0c8
14001,sg:da9b140f74be407991fe87290b111261
14003,sg:da9d4f39e5ca4d22bc319953835fafe7
14004,sg:da9da5b370254f7286d0c3e919596a91
14006,sg:daad0631bf0d42be9b58a12ece8541dc
14007,sg:dab10ccf9b6247e8a85f3b785628f7f2
14008,sg:dab9430a24d44d88bd46f369668da053
14009,sg:daba0353851f475f95f51d705ef1d5db
14010,sg:dac6ba2bea7c4e45b0f503548347ee22
14011,sg:dacc68ca790641cebdabf72d62ba13cf
14012,sg:dacd29f3d44344b5a777268a7298ed52
14013,sg:dad32898d9e1487891d33385c241c957
14014,sg:dadad76c36bb476dbd1e3b5f120be05e
14015,sg:dae26872e6ea42298ca6f6546d8306fd
14017,sg:dae9c4621e34449395d06f896891d3cb
14019,sg:dafdf96338484791ba0fe56fab544028
14021,sg:db01981183b849e6aa8caf0c3fc64345
14022,sg:db03f355987d42d28b978f0c1ece2107
14025,sg:db108ffabc7141078773b29ce37fba0b
14027,sg:db1268e7de1e426ea721496bcf3a71ff
14028,sg:db15e707ade042c199358c62c5fb800e
14029,sg:db168f7c489e40a1bdae3472fca94a77
14030,sg:db18029d584c4502b44b67d5509ab3c1
14031,sg:db1c1e2d10f640fda2e5e8320d64fb89
14032,sg:db1fb8355d4e4f0980891dbffe08b9a0
14033,sg:db21be820e9f498abf793ae405bc721d
14034,sg:db25dda30dcd4b1e8662a30c33c36fad
14035,sg:db29e979441a4930936b0f69772298fa
14036,sg:db2e1fc00b9340f49e5bc0339915de80
14038,sg:db348d0bf86542ba92277efa4bed51a3
14039,sg:db383653c75146a6b3612c788d3f969f
14040,sg:db3b10529f4948f2a9d596e40be6a03a
14041,sg:db436d2f4cdc4e4c9aa5b53bc604fbd6
14044,sg:db4dee88e6ea4fe7b1270b0deb17e63c
14046,sg:db54f3b9f0c9486ab02d3a1e03f46f81
14047,sg:db588947830347659bdd83a034713a4e
14048,sg:db58d3b4721943c683e576c4e65e86dc
14049,sg:db5b32720fe142158c17712a9a529d03
14050,sg:db5b6475a0854f599357a1b537081ce2
14051,sg:db5d34d217b847d1929b9c1161672e8f
14054,sg:db637cd61f5548c2966483ce01c8aa08
14055,sg:db6b33fde59249bdbc27d9164786a014
14056,sg:db6c3ef57b7a4fd3b4d4870036afc66c
14057,sg:db71e834081241618223970900229b1f
14059,sg:db7c0a287e5a4be0958390397730b341
14060,sg:db7f58c930714199b7d51822f215eea5
14061,sg:db83a41f6fc147d0ab4d801e8fad8cf8
14063,sg:db8cb7951dbd4f77b02d4143e77b391b
14064,sg:db900bd3bab24f81825f2c61b7754b5d
14066,sg:db96851dc7ce42388bb478275bcf97a4
14069,sg:db9fcfc1b88f4ab6a4a4daf194a11d00
14070,sg:dba01129b7204a45a3f4dc5fc1d50837
14071,sg:dba99c54bfec4ee2bfca14eaadc8d1a0
14072,sg:dbaabd073a50457ca636c1bb313dba8e
14073,sg:dbac21fa6afe43e896b6895b93346582
14076,sg:dbc051f4294a4534a19809d2d41bd1bd
14077,sg:dbc4f1546dec48cd8aaaa5b770e653c4
14078,sg:dbccea65b40241259c61ca0ded2489a5
14079,sg:dbd2e4038cef4ddf837b2226b50d9a9c
14082,sg:dbeab219ca4c4182bebeffbbe20f4897
14083,sg:dbed522043a64773969debad519b98f2
14086,sg:dbf0017498bd4e6aa140a7903366c4d8
14087,sg:dbfb1d086ea84dd096bf65935da20bb5
14088,sg:dbfd012aafd449df852e8f206199ba1e
14089,sg:dc04d59ae24446cc9ba1738b7a0777c6
14091,sg:dc07d63a7c584be682c0421f23e558f4
14094,sg:dc0ff5fe962e40e7aefc03389142b21b
14095,sg:dc114e2f84c6402389dadbf3e7d0a11e
14100,sg:dc260ce8434e47a1abb566e7378ec610
14102,sg:dc362337725c4d0cae1ca78fb4a7c99a
14103,sg:dc39e44b0f2c4ad2944c7e8eba585260
14104,sg:dc4433f7eb44405ca97e3bb0e5057cbc
14106,sg:dc454d954ab84faaaaec32e1aa14b7d0
14107,sg:dc4b50dc1870491699be1ae9b31391f8
14110,sg:dc5dc7d962c34d17b2d94d08694059b3
14112,sg:dc6059c6964142d7950e71e96b10ff3b
14114,sg:dc676d6bd20043638f60cbcdbe372d20
14116,sg:dc70c14ae71f4f8bb3dabee286b9c374
14117,sg:dc725b62327e44748f0e980eeb45860c
14118,sg:dc78a50a298f46529fb0e0e5aa7f446f
14119,sg:dc7960ab94754847b0207bbde617966f
14120,sg:dc82756e7c394fd9a74165c11470fc19
14121,sg:dc877cae3a0a4793bfc9b3b1fba1af42
14122,sg:dc896ce5348049cb8e4b097f07fdab2f
14123,sg:dc8b410710234341a455e50cbc6d9156
14124,sg:dc8ba03aa3e145a084a8a4c4b38579e1
14126,sg:dc8f6a5e950342549514a2a5cd501ecf
14127,sg:dc938823331543bb9c78e8448890ab75
14128,sg:dc96dbb294304f579f4df1329c1ef6a7
14129,sg:dc96e77b02194e31869bb16d01a5c5f2
14132,sg:dcb3af49cd6342ecbb1856b14c3dd13c
14134,sg:dcbd9c4c196a4d36854a1251326086c5
14135,sg:dcbdc57a418b49ea8d4448601cf637ac
14137,sg:dcc1b11761c549469f33eca7bdffeb2d
14138,sg:dcc60d2408034a6cb70db82997273edb
14139,sg:dcc7259b777e4dc59520dd2aa2146bc7
14141,sg:dccfa30b274a4d16b1ba3761243667d3
14142,sg:dcd2b1c278254af8a9c2cdc8033b111c
14145,sg:dcdb936b4113471bafaa22a2f4980af8
14146,sg:dcdd90bb7971429db27318dc1d37080e
14147,sg:dcddf1e8a683408790fe3b329b9fb246
14148,sg:dcde45f2e6b24437a9c738e94f6b989e
14150,sg:dce24807695d41b38677074916d3ca05
14152,sg:dcee3c71f38648fd97b57f51e5ad75fd
14153,sg:dceff1a9bbc34133b5fbd6ed89fdc0d8
14154,sg:dcf2b5f27b8541e3abbf0cb13e2e2250
14155,sg:dcf2ba284997426d9c649d357b070442
14156,sg:dcf7683d24974c1094ef006ef6a75f08
14157,sg:dcf7a7dd2b294079973e045c5a941d72
14158,sg:dcf7ecc3eec84d1f9b689110f8fd7268
14159,sg:dcf98c60366248fc883bc58b9ae65674
14160,sg:dcfbddefdae84db694328c06acdb85fe
14161,sg:dd010ea17f6547069b619f70038d230f
14162,sg:dd032086f1144d25ac8f68de8c5be701
14163,sg:dd0493c862b940caa442f0e925eae701
14164,sg:dd057fe6214048c29ebd292525d3777f
14167,sg:dd11372b46cb4b4391bd7fffe841ad58
14168,sg:dd128cae77d74cdc9b59791e855073ad
14169,sg:dd15ba2deabb4253bac992739f813a74
14170,sg:dd15ff6691324ac289c64d21250907fc
14172,sg:dd2030388fe440c98edaec533026b1f1
14173,sg:dd247de9192a45378863f9cbfcdd362b
14174,sg:dd264bbe844043f69c3b3a60a1c430e2
14175,sg:dd270d55a623426980a489470bed5c7c
14176,sg:dd3add36b785456782c2f9bb87912e44
14179,sg:dd44487abaf5459f92bdee457fd63cf3
14181,sg:dd45e98348d042fcbca63d283118445e
14182,sg:dd538f15c0634fb2b7384b67c4656fa8
14183,sg:dd594ef331cb49998373bae645263560
14184,sg:dd595532914647ff95d63f9dea21aaef
14185,sg:dd5990b325144e25aa4d1c5907c46c19
14186,sg:dd6cbf0d5d934f808307e9d01c8ec6e1
14187,sg:dd70e195516e4f6299048cea3e261f2e
14188,sg:dd7734d146944096b7064fa663472891
14189,sg:dd77a97a0b664bbd8e01a09be0d7e3ad
14190,sg:dd7ba1bd6ddd41e187556fdc831ea3b0
14191,sg:dd82a14a52244bbd97ddccb10f76a8dd
14192,sg:dd83095b61284def9bd729ad0745fe9b
14194,sg:dd87b5c203b4454191c1693244b344f2
14195,sg:dd8d353f0952452780da45dea5a9c43d
14196,sg:dd992e63d4c849f6a0d40f0bf8befe71
14197,sg:dd9b1411941840369bb41dd281a40fb9
14199,sg:dda63fa826fa44c1b437d5dff3f9f2df
14200,sg:dda6833174bf420db51e3e2e86fc734b
14201,sg:ddb8f45364584feda779c42483f4b1e6
14204,sg:ddc8e61a3904424bad7ad731e323c496
14205,sg:ddc96aa0e1584efaabfacce74c11ef6a
14206,sg:ddca31c27103400ba1023cee798c497e
14207,sg:ddcc32fc687540a185653259567fdb00
14208,sg:ddd8ee47e7594628b10ade3d53079e12
14209,sg:ddd91b7c552e46f79c1a213196bdf67e
14210,sg:dddbf4f228b94423864c07a0943474f8
14212,sg:dded8fb4d5cf47f8bdd819cf4e516617
